Assuming 9 as type relation
Loading files... 
  Starting db_tri.txt
  Finished db_tri.txt, still running: 0
Loaded 191430 facts in 1.36 s using -317 MB
Using HeadCoverage as pruning metric with minimum threshold 0.001
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.01
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 1 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?a  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?g  ?m  http://dbpedia.org/ontology/thirdTeam  ?a   => ?a  equalTo  ?b	0.0012	1	1	18	18	18	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?g  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?a  ?m  http://dbpedia.org/ontology/thirdTeam  ?a   => ?a  equalTo  ?b	0.001	0.483870968	0.483870968	15	31	31	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?a  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?g  ?m  http://dbpedia.org/ontology/thirdTeam  ?a   => ?a  equalTo  ?b	0.001	0.375	0.375	15	40	40	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?g  ?m  http://dbpedia.org/ontology/thirdTeam  ?a  ?m  http://dbpedia.org/ontology/thirdTeam  ?g   => ?a  equalTo  ?b	0.0012	1	1	18	18	18	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?a  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?g  ?m  http://dbpedia.org/ontology/thirdTeam  ?a   => ?a  equalTo  ?b	0.001133333	0.944444444	0.944444444	17	18	18	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?g  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?a  ?m  http://dbpedia.org/ontology/thirdTeam  ?a   => ?a  equalTo  ?b	0.001	0.46875	0.46875	15	32	32	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?g  ?m  http://dbpedia.org/ontology/thirdTeam  ?a  ?m  http://dbpedia.org/ontology/thirdTeam  ?g   => ?a  equalTo  ?b	0.001133333	1	1	17	17	17	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?a  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?g  ?m  http://dbpedia.org/ontology/thirdTeam  ?a   => ?a  equalTo  ?b	0.001	1	1	15	15	15	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?a  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?g  ?m  http://dbpedia.org/ontology/thirdTeam  ?a   => ?a  equalTo  ?b	0.001	0.483870968	0.483870968	15	31	31	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?g  ?m  http://dbpedia.org/ontology/thirdTeam  ?a  ?m  http://dbpedia.org/ontology/thirdTeam  ?g   => ?a  equalTo  ?b	0.001	1	1	15	15	15	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/secondTeam  ?a  ?m  http://dbpedia.org/ontology/secondTeam  ?g  ?m  http://dbpedia.org/ontology/thirdTeam  ?a   => ?a  equalTo  ?b	0.001	1	1	15	15	15	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/secondTeam  ?g  ?m  http://dbpedia.org/ontology/thirdTeam  ?a  ?m  http://dbpedia.org/ontology/thirdTeam  ?g   => ?a  equalTo  ?b	0.001	1	1	15	15	15	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?a  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?g  ?m  http://dbpedia.org/ontology/secondTeam  ?a   => ?a  equalTo  ?b	0.0012	1	1	18	18	18	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?a  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?g  ?m  http://dbpedia.org/ontology/secondTeam  ?a   => ?a  equalTo  ?b	0.0012	0.5625	0.5625	18	32	32	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?a  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?g  ?m  http://dbpedia.org/ontology/secondTeam  ?a   => ?a  equalTo  ?b	0.001	0.416666667	0.416666667	15	36	36	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?g  ?m  http://dbpedia.org/ontology/secondTeam  ?a  ?m  http://dbpedia.org/ontology/secondTeam  ?g   => ?a  equalTo  ?b	0.0012	1	1	18	18	18	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?g  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?a  ?m  http://dbpedia.org/ontology/secondTeam  ?a   => ?a  equalTo  ?b	0.0012	0.473684211	0.473684211	18	38	38	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?a  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?g  ?m  http://dbpedia.org/ontology/secondTeam  ?a   => ?a  equalTo  ?b	0.0012	1	1	18	18	18	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?a  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?g  ?m  http://dbpedia.org/ontology/secondTeam  ?a   => ?a  equalTo  ?b	0.001066667	0.41025641	0.41025641	16	39	39	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?g  ?m  http://dbpedia.org/ontology/secondTeam  ?a  ?m  http://dbpedia.org/ontology/secondTeam  ?g   => ?a  equalTo  ?b	0.0012	1	1	18	18	18	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?a  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?g  ?m  http://dbpedia.org/ontology/secondTeam  ?a   => ?a  equalTo  ?b	0.001133333	0.944444444	0.944444444	17	18	18	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?g  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?a  ?m  http://dbpedia.org/ontology/secondTeam  ?a   => ?a  equalTo  ?b	0.001066667	0.470588235	0.470588235	16	34	34	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?g  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?a  ?m  http://dbpedia.org/ontology/secondTeam  ?a   => ?a  equalTo  ?b	0.001	0.357142857	0.357142857	15	42	42	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?g  ?m  http://dbpedia.org/ontology/secondTeam  ?a  ?m  http://dbpedia.org/ontology/secondTeam  ?g   => ?a  equalTo  ?b	0.001133333	1	1	17	17	17	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/secondTeam  ?a  ?m  http://dbpedia.org/ontology/thirdTeam  ?a  ?m  http://dbpedia.org/ontology/thirdTeam  ?g   => ?a  equalTo  ?b	0.001	1	1	15	15	15	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/secondTeam  ?a  ?m  http://dbpedia.org/ontology/secondTeam  ?g  ?m  http://dbpedia.org/ontology/thirdTeam  ?g   => ?a  equalTo  ?b	0.001	1	1	15	15	15	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?a  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?g  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?a   => ?a  equalTo  ?b	0.0014	0.954545455	0.954545455	21	22	22	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?a  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?g  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?a   => ?a  equalTo  ?b	0.001333333	0.952380952	0.952380952	20	21	21	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?a  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?g  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?g   => ?a  equalTo  ?b	0.0014	0.954545455	0.954545455	21	22	22	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?a  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?g  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?g   => ?a  equalTo  ?b	0.001333333	0.952380952	0.952380952	20	21	21	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?a  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?g  ?m  http://dbpedia.org/ontology/thirdTeam  ?g   => ?a  equalTo  ?b	0.001133333	0.944444444	0.944444444	17	18	18	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?a  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?g  ?m  http://dbpedia.org/ontology/secondTeam  ?g   => ?a  equalTo  ?b	0.001133333	0.944444444	0.944444444	17	18	18	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?a  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?a  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?g   => ?a  equalTo  ?b	0.0014	1	1	21	21	21	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?a  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?g  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?a   => ?a  equalTo  ?b	0.001333333	0.5	0.5	20	40	40	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?a  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?g  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?g   => ?a  equalTo  ?b	0.001333333	0.350877193	0.350877193	20	57	57	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?a  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?g  ?m  http://dbpedia.org/ontology/secondTeam  ?g   => ?a  equalTo  ?b	0.001066667	0.470588235	0.470588235	16	34	34	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?a  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?g  ?m  http://dbpedia.org/ontology/thirdTeam  ?g   => ?a  equalTo  ?b	0.001	0.46875	0.46875	15	32	32	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?a  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?a  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?g   => ?a  equalTo  ?b	0.001333333	1	1	20	20	20	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?a  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?a  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?g   => ?a  equalTo  ?b	0.001333333	0.408163265	0.408163265	20	49	49	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?a  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?g  ?m  http://dbpedia.org/ontology/secondTeam  ?g   => ?a  equalTo  ?b	0.001	0.357142857	0.357142857	15	42	42	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?a  ?m  http://dbpedia.org/ontology/thirdTeam  ?a  ?m  http://dbpedia.org/ontology/thirdTeam  ?g   => ?a  equalTo  ?b	0.001133333	1	1	17	17	17	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?a  ?m  http://dbpedia.org/ontology/secondTeam  ?a  ?m  http://dbpedia.org/ontology/secondTeam  ?g   => ?a  equalTo  ?b	0.001133333	1	1	17	17	17	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/draftTeam  ?a  ?m  http://dbpedia.org/ontology/draftTeam  ?g  ?m  http://dbpedia.org/ontology/formerTeam  ?g   => ?a  equalTo  ?b	0.0014	1	1	21	21	21	-1
?g  equalTo  ?b  ?s  http://dbpedia.org/ontology/birthPlace  ?g  ?s  http://dbpedia.org/ontology/birthPlace  ?m  ?m  http://dbpedia.org/ontology/isPartOf  ?a   => ?a  equalTo  ?b	0.0012	0.3	0.3	18	60	60	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?g  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?a  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?a   => ?a  equalTo  ?b	0.001333333	0.350877193	0.350877193	20	57	57	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?g  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?a  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?g   => ?a  equalTo  ?b	0.0014	1	1	21	21	21	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?g  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?a  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?g   => ?a  equalTo  ?b	0.001333333	0.5	0.5	20	40	40	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?g  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?a  ?m  http://dbpedia.org/ontology/secondTeam  ?g   => ?a  equalTo  ?b	0.001066667	0.41025641	0.41025641	16	39	39	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?g  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?a  ?m  http://dbpedia.org/ontology/thirdTeam  ?g   => ?a  equalTo  ?b	0.001	0.375	0.375	15	40	40	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?a  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?a  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?g   => ?a  equalTo  ?b	0.001333333	1	1	20	20	20	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?a  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?g  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?g   => ?a  equalTo  ?b	0.001333333	1	1	20	20	20	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?a  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?g  ?m  http://dbpedia.org/ontology/secondTeam  ?g   => ?a  equalTo  ?b	0.0012	0.473684211	0.473684211	18	38	38	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?a  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?g  ?m  http://dbpedia.org/ontology/thirdTeam  ?g   => ?a  equalTo  ?b	0.001	0.483870968	0.483870968	15	31	31	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?a  ?m  http://dbpedia.org/ontology/thirdTeam  ?a  ?m  http://dbpedia.org/ontology/thirdTeam  ?g   => ?a  equalTo  ?b	0.0012	1	1	18	18	18	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?a  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?g  ?m  http://dbpedia.org/ontology/thirdTeam  ?g   => ?a  equalTo  ?b	0.0012	1	1	18	18	18	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?a  ?m  http://dbpedia.org/ontology/secondTeam  ?a  ?m  http://dbpedia.org/ontology/secondTeam  ?g   => ?a  equalTo  ?b	0.0012	1	1	18	18	18	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?a  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?g  ?m  http://dbpedia.org/ontology/secondTeam  ?g   => ?a  equalTo  ?b	0.0012	1	1	18	18	18	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?a  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?g  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?a   => ?a  equalTo  ?b	0.001333333	1	1	20	20	20	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?g  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?a  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?g   => ?a  equalTo  ?b	0.001333333	1	1	20	20	20	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?g  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?g  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?a   => ?a  equalTo  ?b	0.001333333	0.408163265	0.408163265	20	49	49	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?g  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?a  ?m  http://dbpedia.org/ontology/secondTeam  ?g   => ?a  equalTo  ?b	0.0012	0.5625	0.5625	18	32	32	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/firstDriverTeam  ?g  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?a  ?m  http://dbpedia.org/ontology/thirdTeam  ?g   => ?a  equalTo  ?b	0.001	0.483870968	0.483870968	15	31	31	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?g  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?a  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?g   => ?a  equalTo  ?b	0.001333333	1	1	20	20	20	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/fastestDriverTeam  ?g  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?a  ?m  http://dbpedia.org/ontology/secondTeam  ?g   => ?a  equalTo  ?b	0.001	0.416666667	0.416666667	15	36	36	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?a  ?m  http://dbpedia.org/ontology/secondTeam  ?a  ?m  http://dbpedia.org/ontology/secondTeam  ?g   => ?a  equalTo  ?b	0.0012	1	1	18	18	18	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?a  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?g  ?m  http://dbpedia.org/ontology/secondTeam  ?g   => ?a  equalTo  ?b	0.0012	1	1	18	18	18	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?a  ?m  http://dbpedia.org/ontology/thirdTeam  ?a  ?m  http://dbpedia.org/ontology/thirdTeam  ?g   => ?a  equalTo  ?b	0.001	1	1	15	15	15	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?a  ?m  http://dbpedia.org/ontology/poleDriverTeam  ?g  ?m  http://dbpedia.org/ontology/thirdTeam  ?g   => ?a  equalTo  ?b	0.001	1	1	15	15	15	-1
?g  equalTo  ?b  ?s  http://dbpedia.org/ontology/birthPlace  ?g  ?s  http://dbpedia.org/ontology/birthPlace  ?m  ?m  http://dbpedia.org/ontology/largestCity  ?a   => ?a  equalTo  ?b	0.001066667	0.421052632	0.421052632	16	38	38	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/associatedBand  ?g  ?s  http://dbpedia.org/ontology/associatedBand  ?m  ?s  http://dbpedia.org/ontology/associatedMusicalArtist  ?a   => ?a  equalTo  ?b	0.027866667	0.01383831	0.014138817	418	30206	29564	-1
?g  equalTo  ?b  ?s  http://dbpedia.org/ontology/associatedBand  ?a  ?m  http://dbpedia.org/ontology/associatedBand  ?g  ?s  http://dbpedia.org/ontology/associatedBand  ?m   => ?a  equalTo  ?b	0.027866667	0.01383831	0.014138817	418	30206	29564	-1
?g  equalTo  ?b  ?m  http://dbpedia.org/ontology/associatedBand  ?g  ?s  http://dbpedia.org/ontology/associatedMusicalArtist  ?a  ?s  http://dbpedia.org/ontology/associatedMusicalArtist  ?m   => ?a  equalTo  ?b	0.027866667	0.01383831	0.014138817	418	30206	29564	-1
?g  equalTo  ?b  ?s  http://dbpedia.org/ontology/associatedBand  ?a  ?m  http://dbpedia.org/ontology/associatedBand  ?g  ?s  http://dbpedia.org/ontology/associatedMusicalArtist  ?m   => ?a  equalTo  ?b	0.027866667	0.01383831	0.014138817	418	30206	29564	-1
?g  equalTo  ?b  ?s  http://dbpedia.org/ontology/associatedBand  ?m  ?s  http://dbpedia.org/ontology/associatedMusicalArtist  ?a  ?m  http://dbpedia.org/ontology/associatedMusicalArtist  ?g   => ?a  equalTo  ?b	0.027866667	0.01383831	0.014138817	418	30206	29564	-1
?g  equalTo  ?b  ?s  http://dbpedia.org/ontology/associatedBand  ?a  ?s  http://dbpedia.org/ontology/associatedBand  ?m  ?m  http://dbpedia.org/ontology/associatedMusicalArtist  ?g   => ?a  equalTo  ?b	0.027866667	0.01383831	0.014138817	418	30206	29564	-1
?g  equalTo  ?b  ?s  http://dbpedia.org/ontology/associatedMusicalArtist  ?a  ?m  http://dbpedia.org/ontology/associatedMusicalArtist  ?g  ?s  http://dbpedia.org/ontology/associatedMusicalArtist  ?m   => ?a  equalTo  ?b	0.027866667	0.01383831	0.014138817	418	30206	29564	-1
?g  equalTo  ?b  ?s  http://dbpedia.org/ontology/associatedBand  ?a  ?m  http://dbpedia.org/ontology/associatedMusicalArtist  ?g  ?s  http://dbpedia.org/ontology/associatedMusicalArtist  ?m   => ?a  equalTo  ?b	0.027866667	0.01383831	0.014138817	418	30206	29564	-1
?g  equalTo  ?b  ?s  http://dbpedia.org/ontology/bandMember  ?a  ?m  http://dbpedia.org/ontology/bandMember  ?g  ?s  http://dbpedia.org/ontology/bandMember  ?m   => ?a  equalTo  ?b	0.003066667	0.71875	0.71875	46	64	64	-1
?g  equalTo  ?b  ?s  http://dbpedia.org/ontology/recordLabel  ?a  ?m  http://dbpedia.org/ontology/recordLabel  ?g  ?s  http://dbpedia.org/ontology/recordLabel  ?m   => ?a  equalTo  ?b	0.0032	0.1875	0.1875	48	256	256	-1
?g  equalTo  ?b  ?s  http://dbpedia.org/ontology/formerBandMember  ?a  ?m  http://dbpedia.org/ontology/formerBandMember  ?g  ?s  http://dbpedia.org/ontology/formerBandMember  ?m   => ?a  equalTo  ?b	0.003533333	0.61627907	0.61627907	53	86	86	-1
?g  equalTo  ?b  ?s  http://www.w3.org/2000/01/rdf-schema#seeAlso  ?a  ?m  http://www.w3.org/2000/01/rdf-schema#seeAlso  ?g  ?s  http://www.w3.org/2000/01/rdf-schema#seeAlso  ?m   => ?a  equalTo  ?b	0.0086	0.67539267	0.67539267	129	191	191	-1
?g  equalTo  ?b  ?s  http://dbpedia.org/ontology/locationCity  ?a  ?s  http://dbpedia.org/ontology/locationCity  ?m  ?m  http://www.w3.org/2000/01/rdf-schema#seeAlso  ?g   => ?a  equalTo  ?b	0.001	0.714285714	0.714285714	15	21	21	-1
?g  equalTo  ?b  ?s  http://dbpedia.org/ontology/stylisticOrigin  ?a  ?m  http://dbpedia.org/ontology/stylisticOrigin  ?g  ?s  http://dbpedia.org/ontology/stylisticOrigin  ?m   => ?a  equalTo  ?b	0.002466667	0.032286213	0.032286213	37	1146	1146	-1
?g  equalTo  ?b  ?s  http://dbpedia.org/ontology/derivative  ?a  ?m  http://dbpedia.org/ontology/derivative  ?g  ?s  http://dbpedia.org/ontology/derivative  ?m   => ?a  equalTo  ?b	0.001066667	0.057553957	0.057553957	16	278	278	-1
?g  equalTo  ?b  ?s  http://dbpedia.org/ontology/musicSubgenre  ?a  ?m  http://dbpedia.org/ontology/musicSubgenre  ?g  ?s  http://dbpedia.org/ontology/musicSubgenre  ?m   => ?a  equalTo  ?b	0.001133333	0.094444444	0.094444444	17	180	180	-1
?g  equalTo  ?b  ?s  http://dbpedia.org/ontology/influencedBy  ?a  ?m  http://dbpedia.org/ontology/influencedBy  ?g  ?s  http://dbpedia.org/ontology/influencedBy  ?m   => ?a  equalTo  ?b	0.001333333	0.036101083	0.036101083	20	554	554	-1
?g  equalTo  ?b  ?s  http://dbpedia.org/ontology/influenced  ?a  ?m  http://dbpedia.org/ontology/influenced  ?g  ?s  http://dbpedia.org/ontology/influenced  ?m   => ?a  equalTo  ?b	0.001533333	0.046370968	0.046370968	23	496	496	-1
?s  equalTo  ?n  ?s  http://dbpedia.org/ontology/previousWork  ?a  ?g  http://dbpedia.org/ontology/previousWork  ?b  ?g  http://dbpedia.org/ontology/subsequentWork  ?n   => ?a  equalTo  ?b	0.010333333	0.03860523	0.038905622	155	4015	3984	-1
?s  equalTo  ?n  ?g  http://dbpedia.org/ontology/followedBy  ?n  ?g  http://dbpedia.org/ontology/previousWork  ?b  ?s  http://dbpedia.org/ontology/subsequentWork  ?a   => ?a  equalTo  ?b	0.0016	0.105263158	0.105263158	24	228	228	-1
?s  equalTo  ?n  ?g  http://dbpedia.org/ontology/follows  ?n  ?g  http://dbpedia.org/ontology/previousWork  ?b  ?s  http://dbpedia.org/ontology/subsequentWork  ?a   => ?a  equalTo  ?b	0.002466667	0.142307692	0.143410853	37	260	258	-1
?m  equalTo  ?g  ?g  http://dbpedia.org/ontology/followedBy  ?b  ?m  http://dbpedia.org/ontology/previousWork  ?a  ?g  http://dbpedia.org/ontology/previousWork  ?b   => ?a  equalTo  ?b	0.003266667	0.960784314	0.960784314	49	51	51	-1
?m  equalTo  ?t  ?m  http://dbpedia.org/ontology/previousWork  ?a  ?g  http://dbpedia.org/ontology/previousWork  ?b  ?t  http://dbpedia.org/ontology/previousWork  ?g   => ?a  equalTo  ?b	0.007733333	0.030231952	0.03030303	116	3837	3828	-1
?m  equalTo  ?t  ?m  http://dbpedia.org/ontology/previousWork  ?a  ?g  http://dbpedia.org/ontology/previousWork  ?b  ?t  http://dbpedia.org/ontology/subsequentWork  ?g   => ?a  equalTo  ?b	0.004533333	0.017176055	0.017329256	68	3959	3924	-1
?t  equalTo  ?g  ?m  http://dbpedia.org/ontology/previousWork  ?a  ?g  http://dbpedia.org/ontology/previousWork  ?b  ?m  http://dbpedia.org/ontology/subsequentWork  ?t   => ?a  equalTo  ?b	0.0098	0.035260254	0.03559322	147	4169	4130	-1
?s  equalTo  ?g  ?m  http://dbpedia.org/ontology/previousWork  ?a  ?g  http://dbpedia.org/ontology/previousWork  ?b  ?s  http://dbpedia.org/ontology/subsequentWork  ?m   => ?a  equalTo  ?b	0.0042	0.014975042	0.015017878	63	4207	4195	-1
?s  equalTo  ?g  ?m  http://dbpedia.org/ontology/previousWork  ?a  ?g  http://dbpedia.org/ontology/previousWork  ?b  ?s  http://dbpedia.org/ontology/previousWork  ?m   => ?a  equalTo  ?b	0.008333333	0.030902349	0.03117207	125	4045	4010	-1
?m  equalTo  ?t  ?t  http://dbpedia.org/ontology/followedBy  ?g  ?g  http://dbpedia.org/ontology/previousWork  ?b  ?m  http://dbpedia.org/ontology/subsequentWork  ?a   => ?a  equalTo  ?b	0.0022	0.136929461	0.1375	33	241	240	-1
?m  equalTo  ?t  ?t  http://dbpedia.org/ontology/follows  ?g  ?g  http://dbpedia.org/ontology/previousWork  ?b  ?m  http://dbpedia.org/ontology/subsequentWork  ?a   => ?a  equalTo  ?b	0.001466667	0.097777778	0.097777778	22	225	225	-1
